"timestamp","consent","lifesat","econnow","econfut","attcheck","discuss_nat","discuss_eu","discuss_loc","trust_media","trust_parties","trust_legal","trust_police","trust_army","trust_gov","trust_eu","trust_nato","imageeu","demsat","ukract_sanction","ukract_weapons","ukract_refugee","prolific_id","age","sex","residence","education","party"
NA,"I agree","Very satisfied","Rather bad","The same","Couple of times a day","Never","Occasionally","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Not very satisfied","Totally agree","Totally agree","Totally disagree","7DXYB2UII1",30,"female","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","Worse","Few times a week","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Fairly negative","Fairly satisfied","Tend to agree","Totally agree","Totally agree","P7KWTH16S0",35,"female","South East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Occasionally","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally agree","Totally agree","UNUGEA3ZOW",34,"male","West Midlands",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Once a day","Occasionally","Never","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Don't know","Fairly positive","Not very satisfied","Tend to agree","Tend to agree","Totally agree","HZ93R87RAJ",33,"female","Wales",NA,NA
NA,"I agree","Not at all satisfied","Rather bad","The same","Once a day","Occasionally","Never","Frequently","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Very positive","Not at all satisfied","Totally agree","Totally agree","Totally agree","M4YM55QAZC",31,"male","North East",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Once a day","Never","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Very positive","Fairly satisfied","Totally agree","Totally agree","Tend to agree","FLB4R3A4D2",38,"female","North East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Few times a week","Frequently","Occasionally","Never","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Fairly negative","Very satisfied","Totally agree","Tend to agree","Totally agree","PWXYSE4ZHD",41,"female","London",NA,NA
NA,"I agree","Very satisfied","Very bad","Don't know","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly negative","Very satisfied","Tend to disagree","Tend to agree","Totally agree","2CCLMXWPN7",32,"male","North East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Don't know","Tend to trust","Tend to trust","Don't know","Tend not to trust","Tend not to trust","Tend not to trust","Very negative","Not very satisfied","Tend to agree","Totally agree","Totally agree","MM3S473AY9",49,"female","Wales",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Frequently","Occasionally","Frequently","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Totally agree","2HF1YGMV6Y",42,"male","West Midlands",NA,NA
NA,"I agree","Very satisfied","Very bad","Worse","Few times a month","Frequently","Occasionally","Frequently","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Don't know","Tend not to trust","Don't know","Don't know","Neutral","Not at all satisfied","Tend to agree","Don't know","Totally agree","D84KJJ1YNY",39,"female","Scotland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Very positive","Fairly satisfied","Totally agree","Tend to agree","Totally agree","5K8WFIPT6Y",30,"male","Northern Ireland",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Once a day","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Fairly negative","Fairly satisfied","Tend to agree","Tend to agree","Don't know","UH6UYUJY4V",32,"female","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather good","Worse","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Fairly positive","Not very satisfied","Tend to disagree","Tend to agree","Totally agree","4VMK2MCKLR",44,"female","South West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Fairly satisfied","Tend to agree","Totally agree","Totally agree","C8MZEJJ939",34,"male","North East",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Never","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally agree","Tend to disagree","Totally agree","8N95M99ARI",37,"male","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Never","Occasionally","Never","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Don't know","Fairly negative","Very satisfied","Totally agree","Totally agree","Totally agree","FAOUIENBLX",44,"male","Yorkshire and The Humber",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Occasionally","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Totally agree","40NJ96P8G0",40,"male","North West",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Never","Occasionally","Don't know","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Not very satisfied","Tend to agree","Totally disagree","Totally agree","ARO96W2940",39,"male","Scotland",NA,NA
NA,"I agree","Very satisfied","Very bad","Worse","Once a day","Frequently","Occasionally","Frequently","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend not to trust","Neutral","Fairly satisfied","Totally agree","Totally agree","Tend to agree","HJMBFCO0TO",45,"male","North West",NA,NA
NA,"I agree","Not very satisfied","Rather good","Better","Once a day","Occasionally","Frequently","Frequently","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Neutral","Fairly satisfied","Totally agree","Totally disagree","Tend to agree","RRET14ZCIS",38,"male","South West",NA,NA
NA,"I agree","Not very satisfied","Very bad","The same","Once a day","Occasionally","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Totally agree","9WJKJM5HXI",45,"male","London",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Frequently","Occasionally","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly positive","Fairly satisfied","Tend to agree","Totally agree","Totally agree","2DQ8E8C66T",40,"female","Scotland",NA,NA
NA,"I agree","Not very satisfied","Rather bad","Better","Once a day","Frequently","Occasionally","Occasionally","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not very satisfied","Totally disagree","Totally agree","Totally disagree","0JRGCOJMQU",30,"male","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Very bad","The same","Once a day","Occasionally","Frequently","Occasionally","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Don't know","Very positive","Not very satisfied","Tend to agree","Tend to agree","Totally agree","E3FFRPYT4K",33,"male","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Very bad","Worse","Never","Occasionally","Occasionally","Occasionally","Don't know","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Fairly positive","Not very satisfied","Totally agree","Tend to agree","Tend to disagree","QRY3Y6SF3Q",39,"female","East of England",NA,NA
NA,"I agree","Not very satisfied","Very bad","Better","Once a day","Occasionally","Never","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Don't know","Don't know","Fairly negative","Not very satisfied","Totally agree","Totally agree","Totally agree","XITZ0B2CRG",35,"male","South West",NA,NA
NA,"I agree","Very satisfied","Rather bad","The same","Few times a week","Occasionally","Occasionally","Occasionally","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Neutral","Not at all satisfied","Totally agree","Tend to agree","Totally agree","30Z6ATKFE8",37,"female","Scotland",NA,NA
NA,"I agree","Very satisfied","Rather bad","Better","Once a day","Never","Occasionally","Don't know","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend not to trust","Don't know","Tend to trust","Very positive","Not very satisfied","Totally agree","Totally agree","Totally agree","RL3LVZFB3T",31,"male","Northern Ireland",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","The same","Once a day","Occasionally","Frequently","Occasionally","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Tend to trust","Fairly positive","Fairly satisfied","Tend to agree","Totally agree","Tend to agree","OUPAO7JT31",32,"female","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Never","Occasionally","Never","Never","Don't know","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Fairly negative","Fairly satisfied","Tend to agree","Tend to agree","Totally agree","6948S4I1W2",35,"female","London",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Better","Once a day","Frequently","Never","Never","Tend not to trust","Tend not to trust","Tend to trust","Don't know","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Fairly negative","Fairly satisfied","Tend to agree","Totally disagree","Tend to agree","88821NJBJC",46,"male","South East",NA,NA
NA,"I agree","Very satisfied","Very bad","The same","Once a day","Never","Never","Never","Don't know","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Not at all satisfied","Totally agree","Totally agree","Tend to agree","DZEDLW0YPU",41,"male","East of England",NA,NA
NA,"I agree","Not very satisfied","Rather bad","The same","Couple of times a day","Frequently","Never","Occasionally","Tend to trust","Tend not to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Neutral","Not at all satisfied","Totally disagree","Totally agree","Totally agree","0GD3E88HDB",32,"male","South West",NA,NA
NA,"I agree","Very satisfied","Rather good","Better","Couple of times a day","Occasionally","Occasionally","Never","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Tend to trust","Tend not to trust","Tend not to trust","Tend to trust","Fairly positive","Not very satisfied","Totally agree","Totally agree","Tend to agree","P4HO4BOIY9",34,"male","West Midlands",NA,NA
NA,"I agree","Fairly satisfied","Rather bad","Worse","Once a day","Occasionally","Occasionally","Never","Tend not to trust","Tend not to trust","Don't know","Tend to trust","Tend to trust","Tend not to trust","Tend to trust","Tend to trust","Neutral","Fairly satisfied","Totally agree","Totally disagree","Totally agree","N4FPQ32BFT",34,"male","Scotland",NA,NA
